query,source
The laptop I plan to buy is small and compact and easy to carry around. It will have a silver casing and have all the usual ports you would expect to have in a normal laptop Please provide some product recommendations for me,VACOS
A jacket that is warm and comfortable. It wouldn't be too long and would match with many styles of clothing Please provide some product recommendations for me,VACOS
I would chose an Apple iMac as they have a good reputations and are forward thinking Please provide some product recommendations for me,VACOS
"I will buy a different jacket, but not the same as the one I lost. I will probably browse the internet, catalogues and shops to decide what jacket would suit me and what would be practical to wear on a daily basis. I will probably buy a blazer, maybe a linen one. Please provide some product recommendations for me",VACOS
a laptop that has a lightup keyboard so i can use it in the dark and touch screen with a special pencil that works with the sceen Please provide some product recommendations for me,VACOS
Brightly coloured made of a strong material that lasts and will not damage Please provide some product recommendations for me,VACOS
"I would get a waterproof gortex lined jacket, with a double zip and several pockets. Preferably it would be in a bright colour, purple or blue. Please provide some product recommendations for me",VACOS
I need at least a Ryzen 5 / i5 CPU. It can have integrated graphics or a lpw end GPU as it ins't for gaming. Please provide some product recommendations for me,VACOS
"Something which was waterproof, suitable to the season and stylish Please provide some product recommendations for me",VACOS
"I would probably buy a light leather jacket, nothing too hot because I live in a warm climate. It would probably have a dipper and pockets and be black. Definitely would look a little edgey. Please provide some product recommendations for me",VACOS
I would consider purchasing the new Macbook laptop as I feel like I need an update and I like Apple products better than Microsoft. Please provide some product recommendations for me,VACOS
I would buy a nice comfortable sweater. A hoodie preferably. I don't care about the appearance nearly as much as i do about comfort. Please provide some product recommendations for me,VACOS
"I would want one with a good amount of memory, a fast processor, well priced, and a known brand. Please provide some product recommendations for me",VACOS
"I'd like to get one of those brown flying jackets with the fluffy collars, must be real leather though. Please provide some product recommendations for me",VACOS
I will choose a laptop that is rated very good to use. one with a high processing power and can run multiple games on. one that is easy to download and run external applications on. I would also want it to be slick and not bulky. knowing this could be expensive I will opt for the model released just prior to the latest model and that is preferable on sale. Please provide some product recommendations for me,VACOS
Are women more demanding these days? If so what problems is it causing for generation Y?,DebateQA
What is the worst that could happen with Trump being president?,DebateQA
Should growth hormone and antibiotic use in livestock be banned?,DebateQA
When does political correctness become lies and free speech become hate?,DebateQA
"How could religion teach it's members peace, goodness, morality and tolerance and also be used as the basis for instigating violent acts?",DebateQA
Why World War III are inevitable?,DebateQA
Who do you think is going to win the presidential elections and why?,DebateQA
Is feminism irrelevant in the 21st century?,DebateQA
Which religion is the most peaceful?,DebateQA
Should school curriculums include comprehensive education on climate change and environmental issues?,DebateQA
Is it possible for God to prove he does not exist?,DebateQA
Why are most people so evil today?,DebateQA
Do you think that political correctness serves any specific purpose or makes society a better place?,DebateQA
Should voting be made compulsory?,DebateQA
Do standardized tests improve education in America?,DebateQA
"Do you think that when a married man cheats, people always blame the woman he cheated with but not the man himself. If so, why?",DebateQA
How can I convince someone to not vote for Trump?,DebateQA
Is spelunking the same as caving?,DebateQA
Is sitting the new smoking?,DebateQA
Does social media reinforce tribalism and undermine free thought?,DebateQA
How would you rate your listening skills and those of the people around you?,DebateQA
Is racial and economic diversity in schools important?,DebateQA
Should unpaid internships be made illegal?,DebateQA
Could Hillary Clinton actually go to jail?,DebateQA
Should all education including college be free and paid for by the government?,DebateQA
Why should Donald trump lose the election?,DebateQA
How involved should countries get in with avoiding the destruction of resources that aren’t in their own borders but affect humanity as a whole such as the rainforest?,DebateQA
Do you think Trump wrote his immigration policy speech or was it written by someone else like the Center for Immigration Studies?,DebateQA
Can we predict when a volcano will erupt?,DebateQA
Does the NSA wiretapping program violate the Fourth Amendment? Why or why not?,DebateQA
Should anti-vaxxers be allowed to speak on a public platform?,DebateQA
What role should judges have in determining sentencing?,DebateQA
Does the unequal pay between men’s and women’s sports need to be addressed?,DebateQA
Why is International Men's Day getting less importance compared to Women's Day?,DebateQA
Is China or Russia the more significant threat to US interests?,DebateQA
Why do I need to vote for Donald Trump?,DebateQA
Is animal cloning ethical?,DebateQA
Why do politicians want bans?,DebateQA
When will Trump administration begin deportation of illegal immigrants?,DebateQA
Does the United States allow a communist president?,DebateQA
Why do people believe in the holocaust?,DebateQA
Is the earth flat? Is there a sky dome?,DebateQA
Should companies be taxed on their carbon emissions and other negative environmental impacts?,DebateQA
How will AI change the medical field?,DebateQA
Have touchdown celebrations gone too far?,DebateQA
What religion is correct?,DebateQA
Do the westerners/Europeans still believe themselves to be a superior race?,DebateQA
Should the United States adopt a single-payer universal healthcare system?,DebateQA
Was Mardi Gras originally a Christian holiday?,DebateQA
The theory of evolution should not be taught in school.,DebateQA
Was it possible for Bumblebees to fly according to the laws of aerodynamics?,DebateQA
Should children receive education on morality in school?,DebateQA
Does it bother Bernie in the slightest that he has destroyed the country?,DebateQA
What's the best evidence that we never landed on the moon?,DebateQA
Why the United States of America has never had a female president?,DebateQA
"Why, if the resurrection were actually a lie, would the apostles, and many thousands of early Christians, accept persecution and execution rather than renounce their certainty about the resurrection?",DebateQA
What will be the effect of Donald Trump becoming the president of US on India?,DebateQA
"Is the use of military force justified to secure access to natural resources, such as oil?",DebateQA
Is Donald Trump pissed off about being pissed on?,DebateQA
How has the coronavirus changed how you use the internet?,DebateQA
Is it unethical to use ad-blockers?,DebateQA
Is the use of military force ever justified for humanitarian intervention?,DebateQA
Is a hamburger menu bad for user engagement?,DebateQA
Should manufacturers be required to label foods containing GMOs?,DebateQA
Are looks more important than brains?,DebateQA
Should the US government increase funding for the military?,DebateQA
What has Obama done for Latinos/Hispanics?,DebateQA
Is Islamization of Europe a real threat?,DebateQA
What are some possible solutions to the Ukraine Crisis?,DebateQA
Is the story about Hillary Clinton fighting and throwing objects once she found out that she lost the election really true or made up?,DebateQA
Does APA heading structure have any special impact on the academic writing quality?,DebateQA
How much of a role should religion play in the government?,DebateQA
Should celebrities be allowed to profit from their personal lives?,DebateQA
Has Donald Trump's presidential run helped or damaged Trump's reputation and business more?,DebateQA
Is pro-wrestling a real sport?,DebateQA
Can Hillary Clinton pardon herself if she is elected as President?,DebateQA
Is the United States headed towards a civil war?,DebateQA
Is the Komodo dragon native to Australia?,DebateQA
Could Jurassic Park Happen in Real Life?,DebateQA
Should all cars be electric?,DebateQA
Why do many staunchly left-wing and liberal people support Hamas?,DebateQA
[Late 2015 / Early 2016] Why does the United Kingdom want to leave the European Union? Why do some people there want to quit the EU?,DebateQA
Should genetically modified organisms (GMOs) be part of our diet?,DebateQA
What would be some pros and cons of Donald Trump becoming president?,DebateQA
Why exactly do Christians say the law of thermodynamics cancels out evolution?,DebateQA
Should police be allowed to use deadly force?,DebateQA
Should homework be banned?,DebateQA
Can stem cell therapy reverse aging?,DebateQA
How much would the wall Trump intends to build cost?,DebateQA
What would happen if America became a communist country?,DebateQA
Is it OK to ask the genie for infinite wishes?,DebateQA
What are differences between Gandhi and Adolf Hitler?,DebateQA
"Should environmental regulation be done more by the federal government, state, or local governments?",DebateQA
Should the British Monarchy be abolished?,DebateQA
How could Trump actually not pay any taxes?,DebateQA
What do Russians think of the American government?,DebateQA
Should companies be mandated to have a certain percentage of women in leadership positions?,DebateQA
Who was worse and why: Hitler or Churchill or Stalin?,DebateQA
What are popular apps used by cheating spouses?,DebateQA
How did Hitler think of England which had descendants of Anglo-Saxons?,DebateQA
"If Hillary Clinton is indicted in June or July when the FBI investigation is scheduled to finish, will President Obama issue a pardon?",DebateQA
What makes people support racism? What makes people oppose racism?,DebateQA
Why do so many Americans like Donald Trump?,DebateQA
Should the International Criminal Court have authority to indict leaders of any nation?,DebateQA
Should books have age ratings/content warnings?,DebateQA
How is Donald Trump viewed in Arizona?,DebateQA
"Overall, was President Obama a good or bad president?",DebateQA
Should elected officials have term limits?,DebateQA
Should martial arts classes be compulsory in school?,DebateQA
Why are people who support Trump criticize people who support Hillary?,DebateQA
Is astral travel real?,DebateQA
Can Donald Trump become a dictator?,DebateQA
Why are cisgender women shamed and mocked for wanting cosmetic enhancements but trans women applauded by feminists/liberals?,DebateQA
Is Donald Trump the most clueless president ever elected in the U.S.?,DebateQA
Would you rather be deaf or blind?,DebateQA
Will China ever get the chance to crush the Western power?,DebateQA
What would be the effects of the formation of a European Federation?,DebateQA
Do you think 9/11 was an inside job?,DebateQA
Are meteorites hot when they hit the Earth?,DebateQA
Can a man possibly be a 'one woman man'?,DebateQA
Should the government implement price controls on essential goods and services?,DebateQA
How similar are your political views to those of your parents?,DebateQA
Why do some people dislike Islam?,DebateQA
Do all fungi reproduce through spores?,DebateQA
Do women also enjoy sex?,DebateQA
"Why do Americans need to know about the rest of the world, if their natural inclination is not to participate in it?",DebateQA
Why is Islam such a peaceful religion?,DebateQA
Is there a cure for pulsatile tinnitus?,DebateQA
Should fast food be banned in schools?,DebateQA
Is Steganography a type of Cryptography?,DebateQA
"What do you think of the adage, Guns don't kill people. People kill people? Do you think it truly settles the gun ownership issue?",DebateQA
How will a Trump presidency affect the rest of the world?,DebateQA
"Why does the U.S. bomb other countries civilians and create refugees, but refuse taking up the refugees?",DebateQA
What happen actually after we die? Where does our conciousness go?,DebateQA
Is the outsourcing of manufacturing jobs to other countries detrimental to the domestic economy?,DebateQA
Why is it that a lot of Chinese people don't feel oppressed by their regime?,DebateQA
Was the US election rigged?,DebateQA
Should a business be allowed to deny service to anyone?,DebateQA
Why do Muslim-majority nations seem often to be at war with their non-Muslim neighbors and internal minorities?,DebateQA
Do students need proper training from school professionals and parents to identify predators online?,DebateQA
What are some social injustices in todays society?,DebateQA
Can the Paleo diet cause thyroid problems?,DebateQA
Trump or Clinton?,DebateQA
Is the emphasis on individual actions (like reducing meat consumption) an effective strategy to combat climate change?,DebateQA
Why do people think there are more than 2 genders?,DebateQA
Do you expect Trump's presidency to affect innovation in the US?,DebateQA
Do you think who will win the election of the precident of US? And why?,DebateQA
Should social media influencers be held accountable if found to promote faulty or harmful products?,DebateQA
"Would you rather live in a hot, sandy desert, or the North Pole?",DebateQA
"Was first Presidential debate very telling about both candidates involved, and what were your major observations about both from debate?",DebateQA
"How do pure atheists know what is right from wrong? In other words, what is their moral compass?",DebateQA
Should alcohol taxes be raised?,DebateQA
Is Botox a type of plastic surgery?,DebateQA
Should Bernie Sanders supporters go to Jill Stein or Hillary Clinton?,DebateQA
Should adults have the right to carry a concealed handgun?,DebateQA
Should all schools teach cursive?,DebateQA
Where should we draw the line between community health and safety and individual liberty and privacy?,DebateQA
Should the sale of genetically modified food be banned?,DebateQA
Was the first beer brewed by the Sumerians?,DebateQA
Is your family experiencing greater conflict during a time of self-quarantine?,DebateQA
Are earthquakes more likely during full moons?,DebateQA
How has affirmitive action in the USA affected (positively and/or) African-Americans and their stature in American society?,DebateQA
Is it feasible to build a wall between the US and Mexico as Donald Trump claims he would do?,DebateQA
Should the government subsidize electric vehicles to encourage their widespread adoption?,DebateQA
Has your school switched to remote learning? How is it going so far?,DebateQA
Can plants survive without soil?,DebateQA
Does social media do more harm than good?,DebateQA
Can Internet Service Providers sell user data without consent?,DebateQA
What is the conflict between Israel and Palestine?,DebateQA
Why Clinton is better than Trump?,DebateQA
Should there be international agreements and regulations to govern the use of outer space to prevent environmental degradation?,DebateQA
Should schools require students to wear uniforms?,DebateQA
Did Neil Armstrong really go to the Moon or NASA had faked the Moon landings?,DebateQA
What was Adolf Hitler’s rationale for hating Jews?,DebateQA
Is globalization good or bad?,DebateQA
How often do police officers purposely alter the details of their confrontations while documenting the facts?,DebateQA
What is our purpose in being here?,DebateQA
Should the US government increase funding for law enforcement?,DebateQA
Is online paper writing service necessary to respond to the increasing academic workload and pressure college students face?,DebateQA
Is farmed salmon as nutritious as wild salmon?,DebateQA
Is block-chain technology the future?,DebateQA
Is Donald Trump a good person?,DebateQA
What measures should be taken to ensure the humane treatment of incarcerated individuals?,DebateQA
Mrs. Clinton: What are your goals/plans for NASA and the space program?,DebateQA
Does weight lifting cause high blood pressure?,DebateQA
Is Hillary Clinton crazy enough to start a nuclear war with Russia?,DebateQA
Are coffee grounds effective as a slug and snail deterrent?,DebateQA
Do you believe Donald Trump can make America great again?,DebateQA
What is the best explanation for why men should not hit women?,DebateQA
Is Hillary Clinton going to go to jail?,DebateQA
Is human embryonic stem cell research justifiable?,DebateQA
Should sex work be legal?,DebateQA
Does social media make one anti-social?,DebateQA
Why is Donald Trump a liar?,DebateQA
What would the world look like if the Nazis won the war?,DebateQA
Has “Censorship” benefited society in any way?,DebateQA
Why has Scientology come to be so hated?,DebateQA
What is the purpose of life? Why are we here?,DebateQA
How have you coped with the death of an idol?,DebateQA
How did Donald Trump become such a racist?,DebateQA
In what year was the university where Sergei Aleksandrovich Tokarev was a professor founded?,HotpotQA
Black Book starred the actress and writer of what heritage?,HotpotQA
Which actor does American Beauty and American Beauty have in common?,HotpotQA
Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?,HotpotQA
"Between Greyia and Calibanus, which genus contains more species?",HotpotQA
Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,HotpotQA
Who was hung for assisting the attempted surrender of a defector from the American Continental Army to the British Army?,HotpotQA
which Mexican and American film actress is Ethel Houbiers  French voice of,HotpotQA
Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,HotpotQA
Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,HotpotQA
The facility where Robert Croft worked as a navy instructor was also known as?,HotpotQA
"Who released the song With or Without You first, Jai McDowall or U2?",HotpotQA
Which Roseanne star is in Scream 2?,HotpotQA
In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,HotpotQA
"What is the name of the Australian specialist electronic music magazine that features avant-rock, experimental sound art, and experimental hip hop?",HotpotQA
What is the population of the city that Munsonville is in the northwest corner of?,HotpotQA
A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,HotpotQA
Armageddon in Retrospect was written by the author who was best known for what 1969 satire novel?,HotpotQA
What class of instrument does Apatim Majumdar play?,HotpotQA
"Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",HotpotQA
Pandikona and Berger Blanc Suisse are both what kinds of animals?,HotpotQA
The Prussian General Carl von Clausewitz is associated with what type of realism?,HotpotQA
What where both Hawker Hurricane and No. 1455 Flight apart of?,HotpotQA
what language did the ethnic group which Torstein Ellingsen was its drumer  speaks,HotpotQA
"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",HotpotQA
"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",HotpotQA
"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",HotpotQA
During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II?,HotpotQA
How far from Sacramento is the flight school in Atwater?,HotpotQA
Baraki Barak District is situated in the western part of a province whose capital is what?,HotpotQA
What was the 2010 population of the town where Black Crescent Mountain was located?,HotpotQA
"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?",HotpotQA
Which comic series involves characters such as Nick Fury and Baron von Strucker?,HotpotQA
College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,HotpotQA
Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,HotpotQA
New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,HotpotQA
12 Years a Slave starred what British actor born 10 July 1977),HotpotQA
What was the capital of India when the Taj Mahal was commissioned?,HotpotQA
In what city did the Prince of tenors star in a film based on an opera by Giacomo Puccini?,HotpotQA
What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,HotpotQA
Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,HotpotQA
The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,HotpotQA
Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,HotpotQA
Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,HotpotQA
Where did Cale Gundy's brother play football in college?,HotpotQA
"Who has released more solo albums, Nick Carter or Brady Seals?",HotpotQA
"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",HotpotQA
What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed The Worm attend?,HotpotQA
The Atik Valide Mosque and Valens Aqueduct are found in what country?,HotpotQA
"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",HotpotQA
Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?,HotpotQA
Were Halldór Laxness and Timothy Leary from the same country?,HotpotQA
Do both Korematsu v. United States and Chaplinsky v. New Hampshire cases regard the rights of U. S. citizens?,HotpotQA
What is the title of the memoir written by the honoree of the Black and White Ball?,HotpotQA
What country is the theme park served by the Huis Ten Bosch train service themed on?,HotpotQA
The Distribution of Industry act was passed by a man who was prime minister when?,HotpotQA
What Cantonese slang term can mean both ghost man and to refer to Westerners?,HotpotQA
In what year was the most famous statute at Po Lin Monastery built?,HotpotQA
"The Nike Hoop Summit has had many current NBA players as former participants, including what German player from the Dallas Mavericks?",HotpotQA
Which actor from the South Korean-Thai drama film Final Recipe debuted as a member of Super Junior-M in 2008?,HotpotQA
Are Phlebodium and Pieris both species of ferns?,HotpotQA
Who was the great grandfather of Franklin Seaver Pratt's wife?,HotpotQA
At what age did Cieli di Toscana's singer become blind?,HotpotQA
Which late 1980s and 1990s English super model was featured in the song nasty girl by The Notorious B.I.G.?,HotpotQA
What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,HotpotQA
Josh Trank and Mike Valerio both work in what industry?,HotpotQA
"Which American comedian born on March 21, 1962, appeared in the movie Sleepless in Seattle?",HotpotQA
Any Questions for Ben? was directed by which Australian producer and actor?,HotpotQA
What American indie rock group first had Jesse Sandoval as the drummer and now has Jon Sortland on drums?,HotpotQA
What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,HotpotQA
What is the ratio of flow velocity past a boundary to the local speed of sound for a Saab JAS 39 Gripen?,HotpotQA
"SWX Right Now airs on the station that broadcasts on what channel in Billings, Montana?",HotpotQA
"Which player, who also played for the New Jersey Nets and the Golden State Warriors, finished third in the league with 231 three-point field goals during the 1995-96 Atlanta Hawks season?",HotpotQA
Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,HotpotQA
"What type of television show did Dylan Everett star in, in 2015?",HotpotQA
"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",HotpotQA
"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",HotpotQA
Who wrote the lyrics for Linda Eder's Broadway debut?,HotpotQA
"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",HotpotQA
For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,HotpotQA
What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,HotpotQA
Olivia DeJonge starred in an American horror film directed by Shyamalan called what,HotpotQA
Who conducted the negotiations  with the owners and the longest serving commandant of Auschwitz concentration and extermination camp?,HotpotQA
What genre is the novel from which the fast-food restaurant specializing in seafood derives its name?,HotpotQA
What kind of musicians are Mark Gaudet and Jan Axel Blomberg?,HotpotQA
A Wind in the Door is part of a series written by who?,HotpotQA
The Airport located next to the A13 handled how many passengers in 2016 ?,HotpotQA
"The town of Sinclair, West Virginia, is named after the founder of the local oil drilling company. What is on Sinclair Oil's famous logo?",HotpotQA
Jihad: A Story of the Others is a documentary by the director who is of what descent?,HotpotQA
Minor league baseball games that were played between the rivalling teams of the Sooners and the Cowboys were played at the stadium formerly known as what?,HotpotQA
Cooperative Living Organization is located in a city that is the county seat of what county in Florida?,HotpotQA
"What is the pen name of author Carolyn Janice Cherry, who wrote the Fortress Series?",HotpotQA
"Which dog is believed to dispel ghosts and evil spirits, Segugio Italiano or Sapsali?",HotpotQA
"Which French aristocrat and military officer who fought in the American Revolutionary War visited this historic home located at Enfield, Halifax County, North Carolina, known as The Cellar?",HotpotQA
What sports team included both of the brothers Case McCoy and Colt McCoy during different years?,HotpotQA
Which member of The New Russian School was both a doctor and a chemist besides being a composer?,HotpotQA
"Susanna Thompson appeared in the courtroom drama film Ghosts of Mississippi, directed by who?",HotpotQA
Live Wire Radio will possibly be considered as a replacement for a variety show created in what year?,HotpotQA
Luke Rockhold defeated the MMA fighter who was the first to earn a win against which champion in the UFC?,HotpotQA
What type of art does The Consul and Arlecchino have in common?,HotpotQA
Who is a Brazilian mixed martial artist in the UFC who Namsaknoi Yudthagarngamtorn coached?,HotpotQA
"Which has more species, Lysiloma or Hydrocotyle umbellata?",HotpotQA
Are the films Gasland from 2010 and Pumping Iron from 1977 both documentaries?,HotpotQA
"Rosemary Willis was seen in the grass in what Texas town, where John F. Kennedy was assassinated?",HotpotQA
Which king of Northumbria did The Historia gives the abbot central place in his election as king,HotpotQA
"Mooreville, Mississippi is located on which Interstate highway that follows US Route 78?",HotpotQA
Where is the casino that Summer Nights takes place in?,HotpotQA
who was the anthropologist who thought that the plaster casts that were discovered by Paul Freeman were a critical piece of evidence?,HotpotQA
"What type of license is the open source roguelike video game video released 2012, in which a subset of it's pricing model is a called free-to-play, licensed under?",HotpotQA
Mía Maestro had a role in the 2002 biopic directed by whom?,HotpotQA
UFO Magazine covers what subject named for Charles Hoy Fort?,HotpotQA
Are both The Straight Story and Frozen films of the same genre?,HotpotQA
What 1876 battle featured the Other Magpie?,HotpotQA
What Disney movie was the wrestler with the real name of John William Minton in?,HotpotQA
Who covered the song I Love You by Chris Write?,HotpotQA
"Who was born first, Javier Frana or Sherwood Stewart?",HotpotQA
Are Dogo Cubano and the Dutch Shepherd both breeds of dog?,HotpotQA
"Spawn, a fictional character who Mustafa Shakir has expressed interest in playing, was created by?",HotpotQA
To where did the war criminal who is the fictional defendant in the film After the Truth flee in real life ?,HotpotQA
What company did Rex Maughan aquire?,HotpotQA
The 249th episode of The Simpsons was aired on what date?,HotpotQA
Which was built first Woolworth Building or 1 New York Plaza?,HotpotQA
Where is the concert venue which hosted the first US performance of Libuše located?,HotpotQA
When was the advisor of Alpher–Bethe–Gamow paper died?,HotpotQA
"What competition held in Kathmandu, Nepal did Julian Bolling compete in 1984?",HotpotQA
The Nike Mercurial Vapor is endorsed by a Stoke City football player who also plays for what national team?,HotpotQA
"Which aired first, Life After People or Werner Herzog Eats His Shoe?",HotpotQA
What NIFL Premier Intermediate League team did Sean Connor play for?,HotpotQA
The first female correspondent for Inside the NFL was replaced by who on the show American Ninja Warrior?,HotpotQA
Bridgewater Triangle is an area where the phenomenon associated with what type of tradition has been seen?,HotpotQA
The band who released the debut album Tinted Windows had their first performance in what city?,HotpotQA
"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",HotpotQA
The Dogwoman telemovies were created by an actress born in what year?,HotpotQA
Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,HotpotQA
In Ancient Egyptian religion how would a citizen be weighted to decide if they where worthy of damnation and would face the torment in the lake of fire ?,HotpotQA
Which town near the county border with North Yorkshire was this Lancashire mill (closed in 1979 and demolished) located?,HotpotQA
"The Prodigal Daughter, though a book about an American, is by a novelist of what nationality?",HotpotQA
At what height does State Route 160 start?,HotpotQA
The alcoholic drink that shares a name with Quintessentially Unreal's 1996 album is commonly reffered to in historical literature as what?,HotpotQA
What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of Once upon a Time?,HotpotQA
"Which year was the more recent engine series, the Honda K or Honda H, introduced?",HotpotQA
Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,HotpotQA
What are some foods that may have been served at the Hawaiin Cottage?,HotpotQA
In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?,HotpotQA
What team did Travis Cortez Mays play on which currently compete in the Big 12 Conference.?,HotpotQA
Which film does Naked Weapon follow in the Naked series?,HotpotQA
Which award David Hersey had got for Equus a play by Peter Shaffer ?,HotpotQA
"What mine was operated by Royal Oak Mines at at earlier date, Kemess Mine or Colomac Mine?",HotpotQA
Are The Man from Snowy River II and Miracle of the White Stallions filmed in different countries?,HotpotQA
Do Lush and P.O.D. both consist of four band members?,HotpotQA
What actor from the show Murphy Brown also had a role in a show with fellow actor Steve Howey?,HotpotQA
What year was Playford B Power Station permanently closed in by its Australian operator?,HotpotQA
Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,HotpotQA
"Which tennis player is older, Emilio Sánchez or Andrei Olhovskiy?",HotpotQA
Henderson Executive Airport got its name in 1996 when it was purchased by Clark County to be used as a reliever airport for an airport named after what politican?,HotpotQA
"Where is the county seat for people living in Henderson Point, Mississippi?",HotpotQA
Carrie Coon plays Margo Dunne in a 2014 film set in what state?,HotpotQA
What do both Spider-Man and Spider-Man in film have in comman,HotpotQA
"Which has more species, Sonerila or Scaevola?",HotpotQA
What party was Johan Henrik Deuntzer a part of before the party that translates to the Radical Left?,HotpotQA
What other film did the star of 127 Hours act in?,HotpotQA
What school was the actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov attending when she was signed on for a talent holding deal?,HotpotQA
What is the capacity of the stadium that is the home ground of the Lahore Eagles?,HotpotQA
St Dionis Backchurch was rebuilt after a major conflagration that consumed how many parish churches?,HotpotQA
"What career did the British actor born in 1965  and star of Lock, Stock and Two Smoking Barrels have before acting?",HotpotQA
Curt Menefee is the host of the Fox network's NFL show with co-host Michael Anthony Strahan who spent his entire 15-year career with what team?,HotpotQA
Lake Wales Ridge National Wildlife Refuge is on the US route that runs between a city in what Florida county?,HotpotQA
"Which film director is younger, Robert Z. Leonard or Sinclair Hill?",HotpotQA
What city is between Normanby le Wold and the A46 Junction between Lincoln and Grimsby?,HotpotQA
Milo Parker starred in which 2014 movie alongside Gillian Anderson?,HotpotQA
The Lady Craved Excitement was a film that featured the British character actor originally of what nationality?,HotpotQA
...Ready for It? is a Taylor Swift song from the album scheduled to be released on what date?,HotpotQA
"Jal Pari, which translated in another language refers to which legendary creature which are sometimes associated with perilous events such as floods, storm,s shipwrecks, and drownings?",HotpotQA
What is the brand who makes canned meats that had its own cook off in Austin until 2007?,HotpotQA
"Multiculturalism in the Netherlands reached new heights following the murder in 2002, in part, with what Dutch politician, civil servant, socialogist and professor who formed his own party?",HotpotQA
"Which movie directed by James Gunn portrayed the fictional character, Ego the Living Planet?",HotpotQA
Which film was not a 3D computer-animation Cars 3 or Smith!?,HotpotQA
The city that hosted the Olympics where Taiwan competed as Chinese Taipei is situated at the confluence of what two rivers?,HotpotQA
Penny Rae Bridges starred in a television sitcom with what other actor?,HotpotQA
Were Ulrich Walter and Léopold Eyharts both from Germany?,HotpotQA
"Who has a wider scope of profession, Christopher Guest or  Roman Karmen?",HotpotQA
Giovanna d'Arco is an opera that was created by the composer of what nationality?,HotpotQA
Kim Dong-won's directorial debut film was a sequal to what 2001 film?,HotpotQA
Millennium Greens were funded in part by a what type of lottery?,HotpotQA
"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held?",HotpotQA
"Palm Springs lies in Palm Beach County, the third most populated county in its state. Which major U.S. city is it near?",HotpotQA
Candace Flynn was voiced by the actress who achieved mainstream success on what show?,HotpotQA
"In regards to Value premium an expert argued that no value premium exisits, what did this expert found?",HotpotQA
Professor A. Selvanathan is a professor at a university that is public or private ?,HotpotQA
Fighting Cock is produced in what Kentucky county?,HotpotQA
"What was the official religion of the lands of the husband of Dorothea of Denmark, Duchess of Prussia?",HotpotQA
Frank Blake's longtime protégé was also the chairman and CEO of what company in addition to The Home Depot?,HotpotQA
Armie Hammer stars as Oliver in a film directed by who ?,HotpotQA
